intent,text
fasilitas_laboratorium,Bagaimana kebijakan penggunaan lab bagi mahasiswa tingkat akhir?
fasilitas_laboratorium,Apakah ada akses ke perangkat keras seperti router dan switch untuk praktik?
fasilitas_laboratorium,Apakah mahasiswa bisa meminjam peralatan lab untuk tugas pribadi?
fasilitas_laboratorium,Apakah ada fasilitas VR atau simulasi untuk pembelajaran?
fasilitas_laboratorium,Bagaimana sistem keamanan dalam laboratorium?
fasilitas_laboratorium,Apakah mahasiswa mendapatkan akun untuk mengakses perangkat lunak tertentu?
fasilitas_laboratorium,Apakah ada ruang diskusi yang bisa digunakan mahasiswa?
fasilitas_laboratorium,Apakah laboratorium bisa digunakan untuk penelitian mandiri?
fasilitas_laboratorium,Bagaimana cara mahasiswa baru mendapatkan akses ke laboratorium?
fasilitas_laboratorium,Apakah ada laboratorium yang mendukung pengembangan kecerdasan buatan?
fasilitas_laboratorium,Apakah ada server kampus yang bisa digunakan mahasiswa untuk proyek?
fasilitas_laboratorium,Apakah tersedia laboratorium khusus untuk pemrograman?
fasilitas_laboratorium,Bagaimana sistem reservasi ruangan laboratorium?
fasilitas_laboratorium,Apakah ada lab yang bisa diakses 24 jam?
fasilitas_laboratorium,Apakah ada fasilitas cloud computing yang bisa digunakan mahasiswa?
fasilitas_laboratorium,Apakah tersedia workstation dengan spesifikasi tinggi untuk rendering atau analisis data?
fasilitas_laboratorium,Apakah laboratorium dilengkapi dengan pendingin ruangan?
fasilitas_laboratorium,Apakah ada fasilitas printer 3D di kampus?
fasilitas_laboratorium,Bagaimana kebijakan penggunaan fasilitas lab oleh mahasiswa luar prodi?
fasilitas_laboratorium,Apakah tersedia laboratorium jaringan yang bisa digunakan untuk sertifikasi?
fasilitas_laboratorium,Apakah mahasiswa dapat akses ke pusat data kampus?
fasilitas_laboratorium,Apakah ada teknisi yang bertugas di laboratorium?
fasilitas_laboratorium,Apakah ada perangkat yang bisa digunakan untuk uji penetrasi keamanan jaringan?
fasilitas_laboratorium,Apakah mahasiswa bisa menggunakan lab untuk mengerjakan proyek startup?
fasilitas_laboratorium,Bagaimana cara mendapatkan izin akses ke laboratorium setelah jam operasional?
fasilitas_laboratorium,Apakah ada program pelatihan laboratorium bagi mahasiswa baru?
fasilitas_laboratorium,Apakah tersedia laboratorium robotika dalam program studi ini?
fasilitas_laboratorium,Bagaimana prosedur perawatan dan pemeliharaan alat lab?
fasilitas_laboratorium,Apakah mahasiswa bisa menyimpan proyek mereka di server kampus?
fasilitas_laboratorium,Apakah tersedia akses ke database akademik melalui laboratorium?
fasilitas_laboratorium,Apakah ada laboratorium khusus untuk penelitian cloud computing?
fasilitas_laboratorium,Apakah tersedia ruang eksperimen untuk IoT dan embedded system?
fasilitas_laboratorium,Bagaimana sistem penggantian alat jika terjadi kerusakan?
fasilitas_laboratorium,Apakah ada lab yang dilengkapi dengan jaringan 5G untuk riset?
fasilitas_laboratorium,Apakah mahasiswa memiliki akses ke platform e-learning dari lab?
peluang_kerja,Apa peluang kerja setelah lulus?
peluang_kerja,Di industri apa lulusan prodi komputer jaringan bisa bekerja?
peluang_kerja,Apakah ada program magang bagi mahasiswa?
peluang_kerja,Apa saja sertifikasi yang bisa membantu dalam karir?
peluang_kerja,Apakah universitas membantu dalam penyaluran kerja?
peluang_kerja,Apa jenis pekerjaan yang bisa didapatkan setelah lulus?
peluang_kerja,Apakah ada alumni yang bekerja di perusahaan besar?
peluang_kerja,Apakah lulusan prodi ini bisa bekerja di luar negeri?
peluang_kerja,Bagaimana prospek kerja lulusan dalam 5 tahun ke depan?
peluang_kerja,Apakah ada peluang kerja di bidang keamanan siber?
peluang_kerja,Apakah lulusan bisa bekerja sebagai administrator jaringan?
peluang_kerja,Apakah ada lowongan kerja khusus untuk lulusan universitas ini?
peluang_kerja,Apakah ada program kerja sama dengan perusahaan teknologi?
peluang_kerja,Apakah ada inkubasi startup bagi mahasiswa?
peluang_kerja,Apakah lulusan bisa bekerja sebagai software engineer?
peluang_kerja,Apakah ada bidang pekerjaan yang paling diminati oleh lulusan?
peluang_kerja,Bagaimana cara meningkatkan peluang kerja setelah lulus?
peluang_kerja,Apakah ada program sertifikasi yang direkomendasikan sebelum lulus?
peluang_kerja,Apakah lulusan bisa bekerja sebagai konsultan IT?
peluang_kerja,Bagaimana cara mendapatkan pengalaman kerja selama kuliah?
peluang_kerja,Apakah ada job fair yang diadakan kampus?
peluang_kerja,Apakah ada program alumni yang membantu mahasiswa baru dalam mencari kerja?
peluang_kerja,Apakah ada kursus tambahan yang disarankan untuk meningkatkan prospek kerja?
peluang_kerja,Apakah ada dukungan universitas dalam persiapan wawancara kerja?
peluang_kerja,Apakah lulusan bisa menjadi pengusaha di bidang teknologi?
peluang_kerja,Apakah ada data statistik tentang tingkat penyerapan lulusan di dunia kerja?
peluang_kerja,Apakah ada program mentoring karir bagi mahasiswa?
peluang_kerja,Apakah ada perusahaan yang rutin merekrut lulusan dari prodi ini?
peluang_kerja,Apakah ada kesempatan untuk bekerja di pemerintahan?
peluang_kerja,Apakah ada program pelatihan industri sebelum mahasiswa lulus?
peluang_kerja,Bagaimana cara mahasiswa mendapatkan koneksi profesional sebelum lulus?
peluang_kerja,Apakah ada jalur fast track untuk langsung bekerja setelah lulus?
peluang_kerja,Apakah lulusan bisa bekerja di bidang kecerdasan buatan?
peluang_kerja,Apakah ada program beasiswa yang mengarah langsung ke peluang kerja?
peluang_kerja,Apakah ada perusahaan yang memberikan sponsorship kepada mahasiswa berbakat?
peluang_kerja,Apakah universitas memiliki kerja sama dengan perusahaan global?
peluang_kerja,Apakah ada program kerja sambil kuliah?
peluang_kerja,Apakah ada mata kuliah yang membantu mahasiswa dalam persiapan kerja?
peluang_kerja,Apakah ada layanan konsultasi karir di universitas?
peluang_kerja,Bagaimana cara membuat CV yang menarik bagi lulusan baru?
peluang_kerja,Apakah ada alumni yang sukses membangun startup sendiri?
peluang_kerja,Apakah ada peluang kerja di industri telekomunikasi?
peluang_kerja,Apakah ada program internship dengan perusahaan teknologi ternama?
peluang_kerja,Apakah ada kesempatan kerja di bidang cloud computing?
peluang_kerja,Apakah ada program pelatihan wawancara kerja untuk mahasiswa?
peluang_kerja,Apakah ada peluang kerja sebagai data analyst untuk lulusan prodi ini?
peluang_kerja,Apakah ada peluang kerja bagi lulusan yang ingin menjadi peneliti?
peluang_kerja,Apakah ada kesempatan kerja di perusahaan berbasis fintech?
peluang_kerja,Bagaimana cara mempersiapkan diri untuk bersaing di dunia kerja?
peluang_kerja,Apakah ada jaringan alumni yang bisa membantu dalam pencarian kerja?
akreditasi_prestasi,Bagaimana akreditasi prodi ini?
akreditasi_prestasi,Apa saja prestasi yang pernah diraih oleh prodi ini?
akreditasi_prestasi,Apakah prodi ini memiliki akreditasi internasional?
akreditasi_prestasi,Bagaimana perbandingan akreditasi dengan universitas lain?
akreditasi_prestasi,Apakah ada mahasiswa yang pernah menjuarai kompetisi nasional/internasional?
akreditasi_prestasi,Apakah ada sertifikasi khusus yang diberikan oleh prodi ini?
akreditasi_prestasi,Apakah ada kerjasama dengan universitas luar negeri?
akreditasi_prestasi,Berapa peringkat akreditasi prodi ini secara nasional?
akreditasi_prestasi,Apakah akreditasi prodi ini pernah mengalami peningkatan?
akreditasi_prestasi,Apa dampak akreditasi terhadap kualitas pendidikan di prodi ini?
akreditasi_prestasi,Apakah ada program sertifikasi bagi lulusan prodi ini?
akreditasi_prestasi,Bagaimana cara mengetahui status akreditasi prodi ini?
akreditasi_prestasi,Apakah akreditasi prodi ini berpengaruh dalam dunia kerja?
akreditasi_prestasi,Apakah lulusan dari prodi ini diakui oleh industri global?
akreditasi_prestasi,Apakah akreditasi prodi ini sudah diakui oleh kementerian pendidikan?
akreditasi_prestasi,Apakah ada penghargaan yang pernah diterima oleh dosen prodi ini?
akreditasi_prestasi,Bagaimana proses penilaian akreditasi untuk prodi ini?
akreditasi_prestasi,Apakah prodi ini memiliki afiliasi dengan lembaga pendidikan internasional?
akreditasi_prestasi,Apakah ada peringkat universitas yang menunjukkan kualitas prodi ini?
akreditasi_prestasi,Apakah ada publikasi ilmiah dari prodi ini yang diakui secara internasional?
akreditasi_prestasi,Apakah ada mahasiswa yang memenangkan lomba di bidang teknologi?
akreditasi_prestasi,Bagaimana cara mahasiswa berpartisipasi dalam kompetisi internasional?
akreditasi_prestasi,Apakah ada alumni yang meraih penghargaan dalam bidang akademik?
akreditasi_prestasi,Apakah universitas memiliki penghargaan dalam bidang penelitian?
akreditasi_prestasi,Bagaimana sistem evaluasi akreditasi dilakukan?
akreditasi_prestasi,Apakah ada dana hibah untuk proyek penelitian mahasiswa?
akreditasi_prestasi,Apakah ada alumni yang bekerja di perusahaan ternama dunia?
akreditasi_prestasi,Berapa tahun sekali akreditasi prodi ini diperbarui?
akreditasi_prestasi,Apakah prodi ini memiliki standar internasional seperti ISO?
akreditasi_prestasi,Apakah ada kerja sama dengan institusi riset global?
akreditasi_prestasi,Apakah ada mahasiswa yang pernah menjadi perwakilan dalam konferensi ilmiah?
akreditasi_prestasi,Apakah ada penghargaan akademik bagi mahasiswa berprestasi?
akreditasi_prestasi,Bagaimana cara melihat sertifikat akreditasi prodi ini?
akreditasi_prestasi,Apakah ada peluang bagi mahasiswa untuk mengikuti pertukaran pelajar?
akreditasi_prestasi,Apakah ada proyek riset mahasiswa yang pernah memenangkan penghargaan?
akreditasi_prestasi,Apakah ada kemitraan dengan industri besar dalam bidang akademik?
akreditasi_prestasi,Apakah ada jurnal ilmiah yang diterbitkan oleh prodi ini?
akreditasi_prestasi,Bagaimana cara mendapatkan beasiswa berdasarkan prestasi akademik?
akreditasi_prestasi,Apakah ada penghargaan khusus untuk dosen terbaik di prodi ini?
akreditasi_prestasi,Bagaimana pengaruh akreditasi terhadap kualitas lulusan prodi ini?
akreditasi_prestasi,Apakah akreditasi prodi ini memenuhi standar ASEAN University Network?
akreditasi_prestasi,Apakah ada mahasiswa yang pernah magang di perusahaan teknologi besar?
akreditasi_prestasi,Bagaimana cara prodi ini mempertahankan kualitas akreditasinya?
akreditasi_prestasi,Apakah prodi ini pernah mendapatkan hibah riset dari pemerintah?
akreditasi_prestasi,Apakah ada alumni yang menjadi dosen di universitas ternama?
akreditasi_prestasi,Apakah ada kompetisi internal untuk meningkatkan kualitas akademik mahasiswa?
akreditasi_prestasi,Bagaimana peran prodi ini dalam inovasi teknologi di kampus?
akreditasi_prestasi,Apakah ada laboratorium riset yang mendapat pengakuan internasional?
akreditasi_prestasi,Apakah ada penghargaan untuk mahasiswa dengan IPK tertinggi?
kegiatan_mahasiswa,Apa saja kegiatan mahasiswa di prodi ini?
kegiatan_mahasiswa,Organisasi apa yang ada di prodi komputer jaringan?
kegiatan_mahasiswa,Apakah ada komunitas yang fokus pada pengembangan jaringan?
kegiatan_mahasiswa,Apakah ada event atau seminar yang bisa diikuti mahasiswa?
kegiatan_mahasiswa,Bagaimana cara bergabung dengan organisasi mahasiswa?
kegiatan_mahasiswa,Apakah ada program pertukaran mahasiswa?
kegiatan_mahasiswa,Apakah ada kompetisi yang rutin diikuti oleh mahasiswa?
kegiatan_mahasiswa,Apakah ada kegiatan ekstrakurikuler yang bisa diikuti mahasiswa?
kegiatan_mahasiswa,Bagaimana cara menjadi anggota himpunan mahasiswa?
kegiatan_mahasiswa,Apakah ada program mentoring untuk mahasiswa baru?
kegiatan_mahasiswa,Apakah ada konferensi atau workshop yang direkomendasikan untuk mahasiswa?
kegiatan_mahasiswa,Apakah ada lomba pemrograman yang sering diikuti mahasiswa?
kegiatan_mahasiswa,Apakah ada komunitas yang fokus pada keamanan siber?
kegiatan_mahasiswa,Apakah ada kegiatan pengabdian masyarakat yang bisa diikuti mahasiswa?
kegiatan_mahasiswa,Bagaimana cara mahasiswa mendapatkan sponsor untuk kompetisi?
kegiatan_mahasiswa,Apakah ada kelompok riset yang bisa diikuti mahasiswa?
kegiatan_mahasiswa,Apakah ada program magang yang diselenggarakan oleh universitas?
kegiatan_mahasiswa,Apakah ada kegiatan hackathon di kampus?
kegiatan_mahasiswa,Apakah ada kegiatan olahraga yang dikhususkan untuk mahasiswa prodi ini?
kegiatan_mahasiswa,Apakah mahasiswa bisa membuat organisasi atau komunitas sendiri?
kegiatan_mahasiswa,Apakah ada kegiatan untuk mengembangkan keterampilan kepemimpinan?
kegiatan_mahasiswa,Apakah ada seminar teknologi yang diadakan setiap semester?
kegiatan_mahasiswa,Apakah ada kegiatan startup atau inkubasi bisnis bagi mahasiswa?
kegiatan_mahasiswa,Bagaimana cara mengajukan proposal kegiatan mahasiswa?
kegiatan_mahasiswa,Apakah ada pelatihan atau bootcamp yang diadakan oleh universitas?
kegiatan_mahasiswa,Apakah ada kerja sama dengan industri untuk pelatihan mahasiswa?
kegiatan_mahasiswa,Bagaimana cara mengikuti program pertukaran pelajar?
kegiatan_mahasiswa,Apakah ada kesempatan bagi mahasiswa untuk menjadi asisten dosen?
kegiatan_mahasiswa,Apakah ada komunitas open source di kampus?
kegiatan_mahasiswa,Apakah ada pelatihan khusus untuk sertifikasi profesional?
kegiatan_mahasiswa,Apakah ada festival atau acara tahunan yang diselenggarakan oleh mahasiswa?
kegiatan_mahasiswa,Apakah ada grup studi untuk mahasiswa yang ingin belajar bersama?
kegiatan_mahasiswa,Apakah ada kesempatan untuk mahasiswa menjadi pembicara dalam seminar?
kegiatan_mahasiswa,Bagaimana cara mendapatkan informasi terbaru tentang kegiatan mahasiswa?
kegiatan_mahasiswa,Apakah ada dana hibah untuk proyek mahasiswa?
kegiatan_mahasiswa,Apakah ada kegiatan sosial yang melibatkan mahasiswa?
kegiatan_mahasiswa,Apakah ada program kerja sama dengan universitas luar negeri?
kegiatan_mahasiswa,Apakah ada kesempatan untuk mahasiswa melakukan penelitian mandiri?
kegiatan_mahasiswa,Apakah ada organisasi mahasiswa yang fokus pada kewirausahaan?
kegiatan_mahasiswa,Apakah ada klub robotika di kampus?
kegiatan_mahasiswa,Apakah ada komunitas mahasiswa yang membahas artificial intelligence?
kegiatan_mahasiswa,Bagaimana cara menjadi panitia dalam acara kampus?
kegiatan_mahasiswa,Apakah ada pelatihan kepemimpinan untuk mahasiswa?
kegiatan_mahasiswa,Apakah ada program kompetisi bisnis digital di kampus?
kegiatan_mahasiswa,Bagaimana cara mengikuti perlombaan tingkat nasional atau internasional?
kegiatan_mahasiswa,Apakah ada komunitas mahasiswa yang membahas blockchain dan fintech?
kegiatan_mahasiswa,Apakah ada kesempatan bagi mahasiswa untuk mendapatkan pendanaan startup?
kegiatan_mahasiswa,Apakah ada acara networking dengan alumni dan profesional industri?
kegiatan_mahasiswa,Apakah ada workshop atau kursus tambahan untuk mahasiswa?
kontak_lokasi,Bagaimana saya bisa menghubungi prodi ini?
kontak_lokasi,Di mana lokasi prodi komputer jaringan?
kontak_lokasi,Apakah ada kontak WhatsApp atau email yang bisa saya hubungi?
kontak_lokasi,Bisakah saya mengunjungi kampus sebelum mendaftar?
kontak_lokasi,Apakah ada akun media sosial resmi untuk mendapatkan update terbaru?
kontak_lokasi,Dimana saya bisa menemukan alamat lengkap kampus?
kontak_lokasi,Bagaimana cara menjadwalkan kunjungan kampus?
kontak_lokasi,Apakah ada nomor telepon yang bisa saya hubungi?
kontak_lokasi,Apakah ada layanan informasi online untuk pendaftaran?
kontak_lokasi,Apakah ada jam operasional khusus untuk layanan informasi?
kontak_lokasi,Apakah ada kontak resmi untuk mahasiswa baru?
kontak_lokasi,Bagaimana cara mendapatkan informasi tentang prodi melalui telepon?
kontak_lokasi,Apakah ada peta lokasi kampus yang bisa saya akses?
kontak_lokasi,Apakah ada grup diskusi atau forum online untuk calon mahasiswa?
kontak_lokasi,Dimana saya bisa mendapatkan brosur atau booklet informasi kampus?
kontak_lokasi,Apakah ada chatbot resmi untuk menjawab pertanyaan terkait prodi ini?
kontak_lokasi,Bagaimana cara berbicara langsung dengan staf akademik?
kontak_lokasi,Apakah ada kantor informasi mahasiswa baru di kampus?
kontak_lokasi,Apakah ada kantor perwakilan kampus di kota lain?
kontak_lokasi,Bagaimana cara mengakses portal informasi kampus?
kontak_lokasi,Apakah ada alamat email khusus untuk pertanyaan tentang program studi?
kontak_lokasi,Apakah ada sesi konsultasi tatap muka untuk calon mahasiswa?
kontak_lokasi,Apakah ada jadwal terbuka untuk kunjungan kampus?
kontak_lokasi,Apakah ada layanan live chat untuk bertanya seputar prodi ini?
kontak_lokasi,Bagaimana cara mendapatkan informasi terbaru tentang kampus?
kontak_lokasi,Apakah ada nomor telepon darurat kampus?
kontak_lokasi,Bagaimana cara mengajukan pertanyaan jika saya tidak bisa datang ke kampus?
kontak_lokasi,Apakah ada alamat media sosial yang aktif memberikan informasi terbaru?
kontak_lokasi,Dimana saya bisa menemukan informasi kampus di Google Maps?
kontak_lokasi,Apakah ada layanan informasi di luar jam kerja?
kontak_lokasi,Bagaimana cara menghubungi dosen atau staf akademik?
kontak_lokasi,Apakah ada tempat parkir khusus untuk tamu kampus?
kontak_lokasi,Bagaimana cara menemukan gedung prodi komputer jaringan di kampus?
kontak_lokasi,Apakah ada kantor pusat layanan akademik di dalam kampus?
kontak_lokasi,Apakah tersedia brosur dalam format digital?
kontak_lokasi,Apakah saya bisa meminta panduan kampus sebelum berkunjung?
kontak_lokasi,Apakah ada informasi transportasi umum menuju kampus?
kontak_lokasi,Apakah ada pemandu kampus bagi calon mahasiswa yang ingin berkunjung?
kontak_lokasi,Apakah ada layanan informasi dalam bahasa Inggris?
kontak_lokasi,Bagaimana cara mengatur pertemuan dengan akademik advisor?
kontak_lokasi,Apakah ada kontak khusus untuk mahasiswa internasional?
kontak_lokasi,Apakah ada kantor layanan administrasi mahasiswa?
kontak_lokasi,Apakah ada peta kampus yang bisa diunduh?
kontak_lokasi,Bagaimana cara menghubungi pusat layanan mahasiswa?
kontak_lokasi,Apakah ada jalur komunikasi resmi untuk bertanya tentang perkuliahan?
kontak_lokasi,Apakah ada layanan informasi untuk mahasiswa berkebutuhan khusus?
kontak_lokasi,Apakah tersedia informasi lokasi kampus di website resmi?
kontak_lokasi,Bagaimana cara mendapatkan kontak alumni untuk bertanya pengalaman mereka?
kontak_lokasi,Apakah saya bisa mendapatkan tur kampus sebelum memutuskan mendaftar?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa untuk mahasiswa baru?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengajukan beasiswa?
beasiswa_dan_bantuan_keuangan,Apa saja jenis beasiswa yang tersedia?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa khusus untuk mahasiswa berprestasi?
beasiswa_dan_bantuan_keuangan,Bagaimana proses seleksi penerima beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada bantuan keuangan bagi mahasiswa kurang mampu?
beasiswa_dan_bantuan_keuangan,Berapa besar dana yang diberikan dalam beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa untuk mahasiswa dari daerah tertentu?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengetahui apakah saya memenuhi syarat untuk beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa yang diberikan oleh pihak swasta?
beasiswa_dan_bantuan_keuangan,Apakah ada batasan IPK untuk mendapatkan beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa untuk mahasiswa yang aktif di organisasi?
beasiswa_dan_bantuan_keuangan,Apakah beasiswa mencakup biaya hidup atau hanya biaya kuliah?
beasiswa_dan_bantuan_keuangan,Berapa lama durasi beasiswa yang diberikan?
beasiswa_dan_bantuan_keuangan,Apakah mahasiswa bisa mengajukan lebih dari satu beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada program cicilan bagi mahasiswa yang tidak mendapat beasiswa?
beasiswa_dan_bantuan_keuangan,Kapan periode pendaftaran beasiswa dibuka?
beasiswa_dan_bantuan_keuangan,Bagaimana jika saya kehilangan beasiswa di tengah semester?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa khusus untuk mahasiswa difabel?
beasiswa_dan_bantuan_keuangan,Apakah ada syarat pengembalian dana jika saya tidak menyelesaikan kuliah?
beasiswa_dan_bantuan_keuangan,Apakah ada bantuan biaya transportasi bagi mahasiswa kurang mampu?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mendapatkan beasiswa dari universitas ini?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa untuk mahasiswa yang memiliki prestasi olahraga?
beasiswa_dan_bantuan_keuangan,Apakah ada program kerja paruh waktu untuk membantu biaya kuliah?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa bagi mahasiswa yang berasal dari keluarga TNI/PNS?
beasiswa_dan_bantuan_keuangan,Bagaimana cara memperpanjang beasiswa di tahun berikutnya?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa bagi mahasiswa asing?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa yang diberikan berdasarkan kebutuhan finansial?
beasiswa_dan_bantuan_keuangan,Apakah ada bantuan laptop atau perangkat belajar bagi penerima beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah mahasiswa harus mengembalikan beasiswa jika mendapatkan nilai buruk?
beasiswa_dan_bantuan_keuangan,Apakah ada program bantuan makanan bagi mahasiswa yang membutuhkan?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengetahui daftar beasiswa terbaru?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa khusus untuk mahasiswa perempuan?
beasiswa_dan_bantuan_keuangan,Apakah ada program bantuan uang saku bagi mahasiswa penerima beasiswa?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mendapatkan surat rekomendasi untuk beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada batasan usia untuk mengajukan beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa untuk mahasiswa yang ingin mengikuti pertukaran pelajar?
beasiswa_dan_bantuan_keuangan,Apakah beasiswa dapat digabung dengan bantuan keuangan lain?
beasiswa_dan_bantuan_keuangan,Apakah mahasiswa bisa kehilangan beasiswa jika melanggar aturan akademik?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengetahui apakah saya lolos seleksi beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa yang diberikan oleh alumni universitas?
beasiswa_dan_bantuan_keuangan,Apakah ada program subsidi UKT bagi mahasiswa?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengetahui daftar sponsor beasiswa di universitas ini?
beasiswa_dan_bantuan_keuangan,Apakah ada beasiswa bagi mahasiswa yang ingin melakukan penelitian?
beasiswa_dan_bantuan_keuangan,Bagaimana sistem pencairan dana bagi penerima beasiswa?
beasiswa_dan_bantuan_keuangan,Apakah ada perbedaan syarat antara beasiswa pemerintah dan beasiswa swasta?
beasiswa_dan_bantuan_keuangan,Apakah ada program bantuan keuangan darurat bagi mahasiswa?
beasiswa_dan_bantuan_keuangan,Apakah saya bisa mengajukan beasiswa jika baru masuk di semester kedua?
beasiswa_dan_bantuan_keuangan,Bagaimana cara mengajukan keringanan UKT bagi mahasiswa kurang mampu?
jadwal_kuliah,Kapan jadwal kuliah dimulai?
jadwal_kuliah,Apakah kuliah hari ini ada?
jadwal_kuliah,Bagaimana jadwal kuliah semester ini?
jadwal_kuliah,Apakah ada perubahan jadwal kuliah minggu depan?
jadwal_kuliah,Bisa berikan saya jadwal kuliah lengkap?
jadwal_kuliah,Jam berapa kuliah saya dimulai besok?
jadwal_kuliah,Dimana saya bisa melihat jadwal kuliah terbaru?
jadwal_kuliah,Jadwal kuliah hari Senin bagaimana?
jadwal_kuliah,Apakah ada kuliah di hari Sabtu?
jadwal_kuliah,Apakah jadwal kuliah bisa berubah setiap semester?
jadwal_kuliah,Bagaimana cara mengecek jadwal kuliah saya?
jadwal_kuliah,Mata kuliah apa saja yang saya ambil semester ini?
jadwal_kuliah,Jam berapa kelas pemrograman dimulai?
jadwal_kuliah,Apakah kuliah online atau offline?
jadwal_kuliah,Bagaimana jika ada bentrok jadwal kuliah?
jadwal_kuliah,Apakah ada waktu istirahat di antara jam kuliah?
jadwal_kuliah,Apakah ada kelas tambahan di luar jadwal?
jadwal_kuliah,Bagaimana cara mengetahui ruangan kuliah saya?
jadwal_kuliah,Apa yang harus saya lakukan jika dosen mengganti jadwal?
jadwal_kuliah,Bagaimana cara mengetahui perubahan jadwal mendadak?
jadwal_kuliah,Apakah ada aplikasi untuk melihat jadwal kuliah?
jadwal_kuliah,Apakah ada jadwal kuliah malam?
jadwal_kuliah,Bagaimana jika saya ketinggalan jadwal kuliah?
jadwal_kuliah,Kapan libur kuliah semester ini?
jadwal_kuliah,Bagaimana jadwal ujian semester?
jadwal_kuliah,Jam berapa kelas algoritma dimulai?
jadwal_kuliah,Apakah ada kelas praktikum untuk mata kuliah jaringan?
jadwal_kuliah,Dimana saya bisa melihat daftar kelas kuliah?
jadwal_kuliah,Bagaimana cara mengetahui jadwal dosen pengajar?
jadwal_kuliah,Jadwal kuliah semester depan sudah keluar?
jadwal_kuliah,Apakah ada perbedaan jadwal antara mahasiswa reguler dan kelas karyawan?
jadwal_kuliah,Bagaimana cara mengubah jadwal kuliah?
jadwal_kuliah,Apa yang terjadi jika saya tidak masuk kuliah sesuai jadwal?
jadwal_kuliah,Bagaimana cara mengetahui kelas mana yang kosong?
jadwal_kuliah,Apakah saya bisa mengikuti kelas di luar jadwal saya?
jadwal_kuliah,Apakah ada jam kuliah yang bisa saya pilih sendiri?
jadwal_kuliah,Dimana saya bisa mendapatkan jadwal kuliah PDF?
jadwal_kuliah,Apakah ada kalender akademik untuk melihat jadwal kuliah?
jadwal_kuliah,Apakah ada kuliah pengganti jika saya tidak hadir?
jadwal_kuliah,Bagaimana cara mengetahui jadwal dosen bimbingan skripsi?
jadwal_kuliah,Bagaimana cara mengetahui jika ada perubahan kelas?
jadwal_kuliah,Apakah ada jadwal kuliah hybrid (online dan offline)?
jadwal_kuliah,Bagaimana jadwal perkuliahan di hari libur nasional?
jadwal_kuliah,Apakah ada kelas khusus bagi mahasiswa yang bekerja?
jadwal_kuliah,Dimana saya bisa melihat jadwal kuliah saya di sistem akademik?
jadwal_kuliah,Apakah ada jadwal khusus untuk mahasiswa tingkat akhir?
jadwal_kuliah,Bagaimana cara mendapatkan jadwal konsultasi dengan dosen?
jadwal_kuliah,Apakah ada jadwal konsultasi tugas akhir?
jadwal_kuliah,Jam berapa kelas teori basis data dimulai?
greet,Hai
greet,Halo
greet,Selamat pagi
greet,Selamat siang
greet,Selamat malam
greet,Apa kabar?
greet,"Hai, bot!"
greet,Hey
greet,Helo
greet,"Yo, apa kabar?"
greet,Apa kabar hari ini?
greet,"Halo, bagaimana harimu?"
greet,Senang bertemu denganmu!
greet,Apa yang bisa kamu lakukan?
greet,Hello there!
chit_chat,Apa kabar?
chit_chat,Lagi ngapain?
chit_chat,Kamu bisa apa saja?
chit_chat,Ceritakan lelucon
chit_chat,Kamu suka musik?
chit_chat,Siapa yang membuatmu?
chit_chat,Kamu punya teman?
chit_chat,Kamu makan apa hari ini?
chit_chat,Kamu bisa bicara bahasa lain?
chit_chat,Bagaimana perasaanmu hari ini?
chit_chat,Apa film favoritmu?
chit_chat,Kamu suka bermain game?
chit_chat,Ada berita menarik hari ini?
chit_chat,Siapa artis favoritmu?
chit_chat,Kamu bisa nyanyi?
chit_chat,Apakah kamu punya hobi?
chit_chat,Bagaimana cuaca hari ini?
chit_chat,Kamu suka olahraga?
chit_chat,Apa warna favoritmu?
chit_chat,Apakah kamu punya saudara?
informasi_general,Bisa carikan informasi tentang teknologi terbaru?
informasi_general,Apa itu kecerdasan buatan?
informasi_general,Jelaskan tentang IoT
informasi_general,Bagaimana cara kerja jaringan 5G?
informasi_general,Siapa penemu internet?
